v_lr,p_lr,pca_features,tfidf_max_features,n_training_steps,update_only_last,batch_mean,rouge-1-train,rouge-2-train,rouge-l-train,mean-train,rouge-1-test,rouge-2-test,rouge-l-test,mean-test,time_taken
0.1,0.5,500,2000,500,True,True,0.35437346486,0.144051799941,0.258242805357,0.252222690053,0.38086478892,0.160148937792,0.278002983064,0.273005569925,232.9442
0.1,0.5,500,2000,500,False,True,0.361198246851,0.145596191103,0.261499200966,0.25609787964,0.400561992646,0.164949807125,0.282205522718,0.28257244083,291.7143
0.1,0.5,750,2000,500,True,True,0.36336247312,0.142961971358,0.262848602882,0.256391015787,0.396841154569,0.164548720795,0.285174645394,0.282188173586,279.9501
0.1,0.5,750,2000,500,False,True,0.360471488758,0.144670538869,0.258783235235,0.254641754288,0.39989488564,0.165725191383,0.284195174134,0.283271750386,316.5682
0.15,0.1,250,2000,500,True,True,0.363140183104,0.145822565461,0.266714469519,0.258559072694,0.399260384415,0.167120794471,0.277974607936,0.281451928941,209.4357
0.15,0.1,250,2000,500,False,True,0.361042443198,0.146871176927,0.264009894241,0.257307838122,0.383545666586,0.156949770319,0.267237330399,0.269244255768,230.7624
0.05,0.2,500,2000,500,True,True,0.356092701266,0.143913427313,0.257610243779,0.252538790786,0.379799551825,0.159340839523,0.272833367877,0.270657919742,245.7290
0.05,0.2,500,2000,500,False,True,0.362518103935,0.144237126588,0.264028713777,0.256927981433,0.409419522265,0.172524353874,0.289822032461,0.2905886362,271.1855
0.05,0.2,750,2000,500,True,True,0.362351268161,0.14449276975,0.259945890299,0.255596642737,0.399074753948,0.170353437917,0.284988189833,0.284805460566,275.5384
0.05,0.2,750,2000,500,False,True,0.353503760395,0.142623726953,0.258323598686,0.251483695345,0.378850205988,0.158977383535,0.272031070392,0.269952886639,300.3225
0.2,0.45,500,2000,500,True,True,0.36459443128,0.147379948604,0.264668338469,0.258880906117,0.392832455157,0.163840599023,0.279840883436,0.278837979205,223.2333
