v_lr,p_lr,pca_features,tfidf_max_features,n_training_steps,update_only_last,batch_mean,rouge-1-train,rouge-2-train,rouge-l-train,mean-train,rouge-1-test,rouge-2-test,rouge-l-test,mean-test
0.3,0.1,100,4000,1500,False,True,0.359406743683,0.142417341992,0.257813400456,0.253212495377,0.381527846368,0.156792996701,0.267782257149,0.268701033406
0.3,0.1,100,4000,1500,False,False,0.349960925297,0.138738791914,0.252553003574,0.247084240262,0.372489560105,0.150707824271,0.258961235735,0.260719540037
0.3,0.1,100,4000,2000,True,True,0.360277382367,0.144245407457,0.261222608071,0.255248465965,0.377800811236,0.153516541674,0.262010124542,0.264442492484
0.3,0.1,100,4000,2000,True,False,0.344479339103,0.13605090175,0.248828233609,0.243119491487,0.366481708573,0.153151817035,0.264300838364,0.261311454657
0.3,0.1,100,4000,2000,False,True,0.359766096466,0.141248898887,0.25931026219,0.253441752514,0.377681809626,0.154998023156,0.261652981685,0.264777604822
0.3,0.1,100,4000,2000,False,False,0.305487219572,0.116923945679,0.217773805496,0.213394990249,0.308325291447,0.118748686196,0.222554875659,0.216542951101
0.3,0.1,100,4000,2500,True,True,0.358273781402,0.14275555756,0.261229277558,0.254086205507,0.37303290733,0.15022238213,0.256021173406,0.259758820955
0.3,0.1,100,4000,2500,True,False,0.348739858454,0.134987321062,0.25149787013,0.245075016549,0.375929189572,0.157558914117,0.267981775979,0.267156626556
0.3,0.1,100,4000,2500,False,True,0.351034252093,0.137260706561,0.252880533339,0.247058497331,0.390835810011,0.165952139215,0.272863619165,0.276550522797
0.3,0.1,100,4000,2500,False,False,0.351247842347,0.137983294158,0.250362598498,0.246531245001,0.377711607422,0.161521314211,0.265602405345,0.268278442326
0.3,0.1,200,2000,500,True,True,0.361058133568,0.146268799124,0.263399814628,0.256908915773,0.387993060934,0.159377765441,0.269671453627,0.272347426667
0.3,0.1,200,2000,500,True,False,0.336757595547,0.130410705864,0.23646149794,0.23454326645,0.339139160527,0.137749786351,0.233695250423,0.2368613991
0.3,0.1,200,2000,500,False,True,0.359453516732,0.144790022982,0.260540080119,0.254927873278,0.393178138201,0.163578526911,0.278894184656,0.278550283256
0.3,0.1,200,2000,500,False,False,0.355428997448,0.140236481572,0.251791052677,0.249152177232,0.386841109022,0.165765693303,0.282785932477,0.278464244934
0.3,0.1,200,2000,1000,True,True,0.356504974688,0.140774857851,0.261058593512,0.25277947535,0.408879642429,0.174052873886,0.290924791925,0.291285769413
0.3,0.1,200,2000,1000,True,False,0.36581714623,0.144004463924,0.268408289595,0.259409966583,0.364906279602,0.145336058418,0.258645714012,0.256296017344
0.3,0.1,200,2000,1000,False,True,0.356099673551,0.140415869983,0.260804782121,0.252440108552,0.40612102174,0.173413479946,0.289465150997,0.289666550894
0.3,0.1,200,2000,1000,False,False,0.355815049412,0.139163172742,0.25537462621,0.250117616121,0.375199385503,0.153610428629,0.26522786858,0.264679227571
0.3,0.1,200,2000,1500,True,True,0.353915425083,0.139591521903,0.261704105089,0.251737017358,0.399452550237,0.167781706328,0.280577510915,0.282603922493
0.3,0.1,200,2000,1500,True,False,0.352659135759,0.138240106409,0.248186380213,0.246361874127,0.365221749756,0.147123192921,0.259036820309,0.257127254329
0.3,0.1,200,2000,1500,False,True,0.356232308585,0.142151140627,0.259957956735,0.252780468649,0.401240842782,0.174179929943,0.286735020073,0.287385264266
0.3,0.1,200,2000,1500,False,False,0.35608761292,0.141198172916,0.251803229606,0.249696338481,0.384065619516,0.161288205763,0.273636907533,0.272996910937
0.3,0.1,200,2000,2000,True,True,0.358409016316,0.143385621772,0.260406512741,0.254067050277,0.394402285687,0.162854288917,0.276963225201,0.278073266602
0.3,0.1,200,2000,2000,True,False,0.344462289472,0.133097597077,0.241125887456,0.239561924668,0.368940278368,0.155428551056,0.254575321561,0.259648050329
0.3,0.1,200,2000,2000,False,True,0.352406531481,0.137922755258,0.25704963762,0.249126308119,0.392222345315,0.162255687519,0.277501492816,0.27732650855
0.3,0.1,200,2000,2000,False,False,0.343666523128,0.133157432372,0.245413253933,0.240745736478,0.347253749655,0.140656579352,0.247527251437,0.245145860148
0.3,0.1,200,2000,2500,True,True,0.355337460021,0.142405702213,0.258973515468,0.252238892567,0.406246967314,0.174036251782,0.292032377887,0.290771865661
0.3,0.1,200,2000,2500,True,False,0.361382633373,0.142091783954,0.26264444016,0.255372952496,0.347053609067,0.143613977869,0.239667630246,0.243445072394
0.3,0.1,200,2000,2500,False,True,0.356243804186,0.139708622754,0.258558839415,0.251503755452,0.390819034455,0.161230046493,0.275604063936,0.275884381628
0.3,0.1,200,2000,2500,False,False,0.346232225515,0.136902706632,0.253870756973,0.24566856304,0.350322909561,0.132471231335,0.253873203906,0.245555781601
0.3,0.1,200,3000,500,True,True,0.357109670076,0.143040903313,0.257514808654,0.252555127348,0.362641965207,0.14145081572,0.255503196341,0.253198659089
0.3,0.1,200,3000,500,True,False,0.350749564088,0.136710011186,0.242816796123,0.243425457132,0.373125229672,0.157277760098,0.240948021401,0.257117003723
0.3,0.1,200,3000,500,False,True,0.358685943667,0.141855051413,0.260029000089,0.253523331723,0.384868628304,0.161110429268,0.275338435176,0.273772497583
0.3,0.1,200,3000,500,False,False,0.327525345828,0.127331470848,0.234189241355,0.229682019344,0.336535352714,0.133928429838,0.241076521014,0.237180101189
0.3,0.1,200,3000,1000,True,True,0.363760257739,0.145888619819,0.265398029227,0.258348968928,0.380660371067,0.158510829794,0.26641407775,0.268528426204
0.3,0.1,200,3000,1000,True,False,0.353995535406,0.13842147843,0.253576118607,0.248664377481,0.344818327645,0.136782351988,0.24540678521,0.242335821614
0.3,0.1,200,3000,1000,False,True,0.361075942462,0.143871748967,0.262269471155,0.255739054195,0.388253468241,0.161513298458,0.27443869597,0.274735154223
0.3,0.1,200,3000,1000,False,False,0.353558956406,0.141069716426,0.254833916203,0.249820863012,0.362769924675,0.139683503848,0.252833677538,0.251762368687
0.3,0.1,200,3000,1500,True,True,0.361440878248,0.143344326181,0.264137683883,0.256307629437,0.385576109134,0.160491048649,0.270966621804,0.272344593196
0.3,0.1,200,3000,1500,True,False,0.353460551749,0.138030524017,0.253981615237,0.248490897001,0.364840890391,0.147937650133,0.255328206036,0.256035582187
0.3,0.1,200,3000,1500,False,True,0.357768855595,0.142288293519,0.259911375479,0.253322841531,0.388745531733,0.16033682787,0.275628351143,0.274903570248
0.3,0.1,200,3000,1500,False,False,0.357849775205,0.143400015815,0.257296529193,0.252848773404,0.372571842449,0.159140066103,0.273339824089,0.268350577547
0.3,0.1,200,3000,2000,True,True,0.354904013109,0.140337728538,0.260310933403,0.251850891683,0.382649179742,0.156469584002,0.268789345321,0.269302703022
0.3,0.1,200,3000,2000,True,False,0.355488199598,0.140736664128,0.254784658028,0.250336507251,0.386716537075,0.16190668467,0.278653839189,0.275759020311
0.3,0.1,200,3000,2000,False,True,0.358711027261,0.140593572451,0.258784921984,0.252696507232,0.385139685083,0.160723223881,0.274471208285,0.27344470575
0.3,0.1,200,3000,2000,False,False,0.345008983288,0.136130429662,0.252225376389,0.24445492978,0.358288112275,0.143577582583,0.25099543609,0.250953710316
0.3,0.1,200,3000,2500,True,True,0.356717810996,0.140563794598,0.25854779739,0.251943134328,0.394244960381,0.163922354186,0.278763031277,0.278976781948
0.3,0.1,200,3000,2500,True,False,0.344042218502,0.13230603373,0.247198230829,0.241182161021,0.347706817778,0.135763385331,0.242115692235,0.241861965115
0.3,0.1,200,3000,2500,False,True,0.359857404464,0.142035512831,0.259847756914,0.25391355807,0.387459817447,0.16033682787,0.275128351143,0.274308332153
0.3,0.1,200,3000,2500,False,False,0.339452397136,0.131522255952,0.24370583925,0.238226830779,0.373820602492,0.151042379677,0.270787001369,0.265216661179
